freq,2012,2015
Agent_Colson,10,0
Black_Widow,29,33
Captain_America,35,43
Eric_Selvic,3,2
Falcon,0,2
Hawk_Eye,12,26
Helen_Cho,0,6
Hulk,19,32
Iron_Man,33,41
Laura_Barton,0,5
Maria_Hill,13,12
Nick_Fury,23,7
Pepper_Potts,3,0
Quick_Silver,0,15
Scarlet_Witch,0,14
Thor,15,28
Vision,0,9
War_Machine,0,6
